Martin Burian,https://www.fashionmodeldirectory.com/models/martin_burian/,Czech,NA,188.0,99.0,74.0,94.0
Sandra Buric,https://www.fashionmodeldirectory.com/models/sandra_buric/,Montenegrin,"August 26, 1991",177.0,82.0,63.0,90.0
Maria Buric,https://www.fashionmodeldirectory.com/models/maria_buric/,Croatian,NA,179.0,80.0,59.0,89.0
Elisa Buriche,https://www.fashionmodeldirectory.com/models/elisa_buriche/,Brazilian,February 5 1988,176.5,85.0,63.5,90.0
Jhonattan Burjack,https://www.fashionmodeldirectory.com/models/jhonattan_burjack/,Brazilian,"October 2, 1994",185.0,99.0,78.0,94.0
Bori Burka,https://www.fashionmodeldirectory.com/models/bori_burka/,Hungarian,NA,175.0,78.0,60.0,87.0
Alicia Burke,https://www.fashionmodeldirectory.com/models/alicia_burke/,Jamaican,NA,177.0,82.0,61.0,86.0
Allison Burke,https://www.fashionmodeldirectory.com/models/allison_burke/,Canadian,NA,175.0,86.0,61.0,91.0
Eleanor Burke,https://www.fashionmodeldirectory.com/models/eleanor_burke/,American,"March 20, 1985",175.0,86.0,63.0,89.0
Georgina Burke,https://www.fashionmodeldirectory.com/models/georgina_burke/,Australian,24 October 1991,183.0,104.0,84.0,109.0
Brittany Burke,https://www.fashionmodeldirectory.com/models/brittany_burke/,American,NA,177.0,79.0,62.0,86.0
Dace Burkevica,https://www.fashionmodeldirectory.com/models/dace_burkevica/,Latvian,"January 13, 1989",178.0,84.0,58.5,84.0
Agnieszka Burkiewicz,https://www.fashionmodeldirectory.com/models/agnieszka_burkiewicz/,Polish,NA,180.0,86.5,64.5,92.5
Caitlin Burles,https://www.fashionmodeldirectory.com/models/caitlin_burles/,British (English),NA,178.0,81.0,60.0,90.0
Jessica Burley,https://www.fashionmodeldirectory.com/models/jessica_burley/,British (English),NA,181.0,81.0,64.0,89.0
Alexandra Burman,https://www.fashionmodeldirectory.com/models/alexandra_burman/,Swedish,NA,175.0,86.5,59.5,86.5
Lauren Burnett,https://www.fashionmodeldirectory.com/models/lauren_burnett/,Australian,NA,180.0,87.0,60.0,89.0
Drake Burnette,https://www.fashionmodeldirectory.com/models/drake_burnette/,American,NA,178.0,80.0,61.0,87.0
Larissa Burnier,https://www.fashionmodeldirectory.com/models/larissa_burnier/,Brazilian,NA,175.0,91.5,61.0,89.0
Xylia Burns,https://www.fashionmodeldirectory.com/models/xylia_burns/,Canadian,NA,178.0,82.5,61.0,89.0
Brooke Burns,https://www.fashionmodeldirectory.com/models/brooke_burns/,American,March 16 1978,179.0,89.0,62.0,90.0
Alexa Burns,https://www.fashionmodeldirectory.com/models/alexa_burns/,American,NA,178.0,86.0,60.0,90.0
Jillian Burns,https://www.fashionmodeldirectory.com/models/jillian_burns/,American,NA,178.0,80.0,59.0,86.0
Sarah Burns,https://www.fashionmodeldirectory.com/models/sarah_burns/,Australian,"May 30, 1993",178.0,81.0,61.0,86.0
Monique Burrell,https://www.fashionmodeldirectory.com/models/monique_burrell/,Jamaican,NA,178.0,81.0,59.0,84.0
Katie Burrell,https://www.fashionmodeldirectory.com/models/katie_burrell/,British (English),1982,175.0,86.5,61.0,84.0
Holly Burrows,https://www.fashionmodeldirectory.com/models/holly_burrows/,British,NA,178.0,86.0,61.0,86.0
Carrie Anne Burton,https://www.fashionmodeldirectory.com/models/carrie+anne_burton/,British (Northern Irish),October 13 1989,175.0,84.0,59.0,89.0
Vitalina Burton,https://www.fashionmodeldirectory.com/models/vitalina_burton/,American,NA,176.0,77.0,61.0,87.0
Maja Bury-Makiewicz,https://www.fashionmodeldirectory.com/models/maja_bury-makiewicz/,Polish,January 15th 1986,178.0,86.5,61.0,86.5
Lauren Bush,https://www.fashionmodeldirectory.com/models/lauren_bush/,American,1985,171.0,0,0,0
Diletta Busin,https://www.fashionmodeldirectory.com/models/diletta_busin/,Italian,NA,179.0,79.0,61.0,90.0
Inna Buslaeva,https://www.fashionmodeldirectory.com/models/inna_buslaeva/,Russian,NA,175.5,90.0,59.5,90.0
Alison Busse,https://www.fashionmodeldirectory.com/models/alison_busse/,American,1989,178.0,81.0,61.0,86.5
Judith Bustamante,https://www.fashionmodeldirectory.com/models/judith_bustamante/,Mexican,NA,176.0,80.0,60.0,85.0
Paolo Busti,https://www.fashionmodeldirectory.com/models/paolo_busti/,Italian,NA,185.0,100.0,78.0,98.0
Michelle Buswell,https://www.fashionmodeldirectory.com/models/michelle_buswell/,American,1983,183.0,84.0,61.0,86.5
Inguna Butane,https://www.fashionmodeldirectory.com/models/inguna_butane/,Latvian,"February 24, 1986",176.5,81.0,58.5,86.5
Lisa Butcher,https://www.fashionmodeldirectory.com/models/lisa_butcher/,British (English),1971,183.0,86.0,61.0,91.0
Emily Butcher,https://www.fashionmodeldirectory.com/models/emily_butcher/,British (English),NA,178.0,89.0,71.0,107.0
Paige Butcher,https://www.fashionmodeldirectory.com/models/paige_butcher/,Australian,June 10th 1979,175.0,86.0,62.0,90.0
Olga Butkiewicz,https://www.fashionmodeldirectory.com/models/olga_butkiewicz/,Polish,NA,177.0,85.0,61.0,87.0
Petra Butkovic,https://www.fashionmodeldirectory.com/models/petra_butkovic/,Croatian,NA,174.0,84.0,65.0,94.0
Nils Butler,https://www.fashionmodeldirectory.com/models/nils_butler/,Norwegian,1989,186.0,96.0,81.0,94.0
Sarah Adiana Butler,https://www.fashionmodeldirectory.com/models/sarah+adiana_butler/,British (English),NA,178.0,81.0,58.5,86.5
Lisa Butler,https://www.fashionmodeldirectory.com/models/lisa_butler/,American,NA,175.0,87.0,64.0,87.0
Kit Butler,https://www.fashionmodeldirectory.com/models/kit_butler/,British (English),"May 12, 1998",188.0,96.0,76.0,92.0
Zuza Butryn,https://www.fashionmodeldirectory.com/models/zuza_butryn/,Polish,NA,172.5,84.0,58.5,86.5
Joice Büttenbender,https://www.fashionmodeldirectory.com/models/joice_b%c3%bcttenbender/,Brazilian,NA,178.0,85.0,62.0,90.0
Laura Butterfield,https://www.fashionmodeldirectory.com/models/laura_butterfield/,British (English),"September 20, 1989",181.0,80.0,59.0,87.0
Gaile Butvilaite,https://www.fashionmodeldirectory.com/models/gaile_butvilaite/,Venezuelan,1989,177.0,82.0,61.0,88.0
Natacha Buty,https://www.fashionmodeldirectory.com/models/natacha_buty/,French,NA,178.0,87.5,69.0,93.0
Sophie Buxton,https://www.fashionmodeldirectory.com/models/sophie_buxton/,British (English),1990,180.0,81.0,61.0,86.5
Lauren Buys,https://www.fashionmodeldirectory.com/models/lauren_buys/,South African,NA,178.0,81.0,62.0,89.0
Sofie Buyse,https://www.fashionmodeldirectory.com/models/sofie_buyse/,Dutch,NA,178.0,80.0,62.0,86.0
Maurits Buysse,https://www.fashionmodeldirectory.com/models/maurits_buysse/,Belgian,NA,187.0,89.0,71.0,88.0
Ksucha Buza,https://www.fashionmodeldirectory.com/models/ksucha_buza/,Russian,NA,178.0,80.0,60.0,90.0
Agnes Buzala,https://www.fashionmodeldirectory.com/models/agnes_buzala/,Polish,1988,180.5,79.0,61.0,87.5
Agata Buzek,https://www.fashionmodeldirectory.com/models/agata_buzek/,Polish,NA,175.0,84.0,61.0,89.0
Asta Buziliauskaite,https://www.fashionmodeldirectory.com/models/asta_buziliauskaite/,Lithuanian,NA,176.5,84.0,61.0,89.0
Caroline Bwomono,https://www.fashionmodeldirectory.com/models/caroline_bwomono/,Swedish,July 22 1975,179.0,79.0,61.0,87.5
Lindsay Byard,https://www.fashionmodeldirectory.com/models/lindsay_byard/,American,NA,177.0,81.0,61.0,86.0
Katya Bybina,https://www.fashionmodeldirectory.com/models/katya_bybina/,Russian,NA,178.0,81.0,59.0,88.0
Agata Byczkowska,https://www.fashionmodeldirectory.com/models/agata_byczkowska/,Polish,NA,175.0,83.0,58.0,88.0
Ashley Byers,https://www.fashionmodeldirectory.com/models/ashley_byers/,Canadian,August 21 1991,177.0,84.0,60.0,88.0
Tora Bykava,https://www.fashionmodeldirectory.com/models/tora_bykava/,Polish,NA,181.0,82.0,61.0,87.0
Polina Bykova,https://www.fashionmodeldirectory.com/models/polina_bykova/,Russian,NA,181.0,83.0,60.0,90.0
Linda Byrne,https://www.fashionmodeldirectory.com/models/linda_byrne/,Irish,NA,179.0,82.5,59.5,90.0
Louise Byrne,https://www.fashionmodeldirectory.com/models/louise_byrne/,Irish,NA,177.0,82.0,65.0,90.0
Philippa Bywater,https://www.fashionmodeldirectory.com/models/philippa_bywater/,British (English),NA,175.0,81.0,61.0,87.5
Anezka Bzirska,https://www.fashionmodeldirectory.com/models/anezka_bzirska/,Czech,NA,175.0,84.0,63.0,91.0
Madline Cabanon,https://www.fashionmodeldirectory.com/models/madline_cabanon/,French,NA,178.0,89.0,61.0,91.0
Martina Cabanova,https://www.fashionmodeldirectory.com/models/martina_cabanova/,Slovakian,February 24 1993,176.0,84.0,60.0,88.0
Ivon Cablewski,https://www.fashionmodeldirectory.com/models/ivon_cablewski/,Australian,April 14 1977,174.0,89.0,61.0,89.0
Armando Cabral,https://www.fashionmodeldirectory.com/models/armando_cabral/,Portuguese,NA,188.0,83.8,81.3,83.8
Nathalya Cabral,https://www.fashionmodeldirectory.com/models/nathalya_cabral/,Australian,NA,165.0,78.0,59.0,81.0
Veronica Cabral,https://www.fashionmodeldirectory.com/models/veronica_cabral/,Angolan,NA,179.0,79.0,63.0,88.0
Fernando Cabral,https://www.fashionmodeldirectory.com/models/fernando_cabral/,Portuguese,NA,189.0,85.0,79.0,96.0
Maca Cabrera,https://www.fashionmodeldirectory.com/models/maca_cabrera/,Venezuelan,NA,177.0,82.0,62.0,86.4
Carla Cabrera,https://www.fashionmodeldirectory.com/models/carla_cabrera/,Spanish,1986,181.5,91.5,67.0,91.5
Alessia Caccia,https://www.fashionmodeldirectory.com/models/alessia_caccia/,Italian,NA,178.0,84.0,61.0,88.0
Jeanne Cadieu,https://www.fashionmodeldirectory.com/models/jeanne_cadieu/,Belgian,NA,177.0,81.0,62.0,86.0
Lisa Cady,https://www.fashionmodeldirectory.com/models/lisa_cady/,American,NA,180.0,86.0,61.0,86.0
Ruskin Caesar-Kwofie,https://www.fashionmodeldirectory.com/models/ruskin_caesar-kwofie/,Ghanaian,NA,187.0,90.0,73.0,91.0
Vita Cagnone,https://www.fashionmodeldirectory.com/models/vita_cagnone/,Argentinian,NA,177.0,84.0,59.0,89.0
Hermione Cahill,https://www.fashionmodeldirectory.com/models/hermione_cahill/,Australian,NA,177.0,89.0,61.0,86.0
Emily Caillon,https://www.fashionmodeldirectory.com/models/emily_caillon/,French,NA,177.0,86.0,61.0,91.0
Aisha Cain,https://www.fashionmodeldirectory.com/models/aisha_cain/,American,NA,173.0,86.0,61.0,86.0
Grace Cairns,https://www.fashionmodeldirectory.com/models/grace_cairns/,Canadian,"October 27, 1989",174.0,86.5,61.0,86.5
Rachael Cairns,https://www.fashionmodeldirectory.com/models/rachael_cairns/,British (English),"August 11, 1988",175.0,81.0,58.5,84.0
Holly Caiulo,https://www.fashionmodeldirectory.com/models/holly_caiulo/,Australian,1988,180.0,81.0,63.0,91.0
Ivana Cakovska,https://www.fashionmodeldirectory.com/models/ivana_cakovska/,Slovakian,1989,176.0,86.0,61.0,88.0
Ines Cakula,https://www.fashionmodeldirectory.com/models/ines_cakula/,Latvian,NA,177.0,86.5,59.5,90.0
Chanel Caldwell,https://www.fashionmodeldirectory.com/models/chanel_caldwell/,Australian,NA,175.0,79.0,58.0,86.0
Azul Caletti,https://www.fashionmodeldirectory.com/models/azul_caletti/,Argentinian,1994,176.0,80.0,58.0,88.0
Le Call,https://www.fashionmodeldirectory.com/models/le_call/,American,NA,178.0,90.0,59.5,90.0
Chloe Callahan,https://www.fashionmodeldirectory.com/models/chloe_callahan/,Canadian,NA,178.0,86.0,62.0,90.0
Amanda Callan,https://www.fashionmodeldirectory.com/models/amanda_callan/,Australian,NA,180.5,84.0,61.0,89.0
Valeria Calles,https://www.fashionmodeldirectory.com/models/valeria_calles/,Mexican,January 16 1990,166.0,84.0,59.0,89.0
Audra Callo,https://www.fashionmodeldirectory.com/models/audra_callo/,American,NA,178.0,84.0,61.0,86.0
Sara Calogero,https://www.fashionmodeldirectory.com/models/sara_calogero/,Italian,1981,174.0,81.0,61.0,89.0
Gabriella Calthorpe,https://www.fashionmodeldirectory.com/models/gabriella_calthorpe/,British (English),"April 8, 1989",178.0,81.0,61.0,86.5
Kathryn Calvert,https://www.fashionmodeldirectory.com/models/kathryn_calvert/,British (Northern Irish),NA,178.0,86.5,61.0,89.0
Laura Calvo,https://www.fashionmodeldirectory.com/models/laura_calvo/,Italian,NA,176.0,85.0,62.0,88.0
Tika Camaj Ivezaj,https://www.fashionmodeldirectory.com/models/tika_camaj+ivezaj/,Albanian,NA,180.0,86.0,61.0,89.0
Nils Camara,https://www.fashionmodeldirectory.com/models/nils_camara/,American,NA,190.0,87.0,75.0,92.0
Mame Camara,https://www.fashionmodeldirectory.com/models/mame_camara/,Senegalese,NA,177.0,76.0,63.0,88.0
Isabela Camargo,https://www.fashionmodeldirectory.com/models/isabela_camargo/,Brazilian,NA,177.0,76.0,61.0,85.0
Liliana Camba,https://www.fashionmodeldirectory.com/models/liliana_camba/,Mexican,NA,175.0,80.0,56.0,87.0
Jessica Cambensy,https://www.fashionmodeldirectory.com/models/jessica_cambensy/,American,April 18 1988,173.0,81.0,61.0,86.5
Lara Cameron,https://www.fashionmodeldirectory.com/models/lara_cameron/,Australian,NA,172.5,81.0,61.0,81.0
Grace Cameron,https://www.fashionmodeldirectory.com/models/grace_cameron/,Australian,NA,182.0,78.0,60.0,87.0
Sabinee Camou,https://www.fashionmodeldirectory.com/models/sabinee_camou/,Mexican,NA,176.0,81.0,61.0,89.0
Alyssa Campanella,https://www.fashionmodeldirectory.com/models/alyssa_campanella/,American,March 21 1990,174.0,85.0,62.0,88.0
Andrea Campbell,https://www.fashionmodeldirectory.com/models/andrea_campbell/,American,NA,174.0,86.0,61.0,86.0
Edie Campbell,https://www.fashionmodeldirectory.com/models/edie_campbell/,British (English),1990,178.0,82.0,62.0,87.0
Carla Campbell,https://www.fashionmodeldirectory.com/models/carla_campbell/,Jamaican,NA,180.0,86.0,66.0,91.0
Kara Campbell,https://www.fashionmodeldirectory.com/models/kara_campbell/,British (Welsh),NA,182.0,79.0,59.0,89.0
Olympia Campbell,https://www.fashionmodeldirectory.com/models/olympia_campbell/,British (English),"1st December, 1990",173.0,81.0,58.5,86.5
Jean Campbell,https://www.fashionmodeldirectory.com/models/jean_campbell/,British (English),"31th May, 1997",175.0,81.0,60.0,90.0
Naomi Campbell,https://www.fashionmodeldirectory.com/models/naomi_campbell/,British (English),"May 22, 1970",178.0,88.0,64.0,92.0
Rebeca Campelo,https://www.fashionmodeldirectory.com/models/rebeca_campelo/,Brazilian,NA,177.0,82.5,60.0,89.0
Juan Campo,https://www.fashionmodeldirectory.com/models/juan_campo/,Colombian,NA,185.0,87.0,74.0,89.0
Analu Campos,https://www.fashionmodeldirectory.com/models/analu_campos/,Brazilian,NA,177.0,90.0,59.5,90.0
Esther Cañadas,https://www.fashionmodeldirectory.com/models/esther_ca%c3%b1adas/,Spanish,"March 1, 1977",178.0,88.0,60.0,90.0
Mireia Canalda,https://www.fashionmodeldirectory.com/models/mireia_canalda/,Spanish,NA,174.0,90.0,58.5,90.0
Alison Canavan,https://www.fashionmodeldirectory.com/models/alison_canavan/,Irish,1978,178.0,86.5,63.5,86.5
Martim Canavarro,https://www.fashionmodeldirectory.com/models/martim_canavarro/,Portuguese,NA,188.0,99.0,82.0,94.0
Kaan Canbulat,https://www.fashionmodeldirectory.com/models/kaan_canbulat/,Japanese,2005,188.0,88.0,69.0,90.0
Pinar Candemir,https://www.fashionmodeldirectory.com/models/pinar_candemir/,German,July 1 1984,174.0,87.5,61.0,89.0
Almudena Cañedo,https://www.fashionmodeldirectory.com/models/almudena_ca%c3%b1edo/,Spanish,NA,178.0,81.0,61.0,89.0
Cecile Canepa,https://www.fashionmodeldirectory.com/models/cecile_canepa/,Argentinian,NA,180.0,76.0,61.0,89.0
Kate Canestri,https://www.fashionmodeldirectory.com/models/kate_canestri/,American,NA,175.0,86.5,61.0,89.0
Isabel Cañete,https://www.fashionmodeldirectory.com/models/isabel_ca%c3%b1ete/,Spanish,NA,171.0,82.5,59.5,89.0
Sarah Cano,https://www.fashionmodeldirectory.com/models/sarah_cano/,Mexican,NA,178.0,81.0,61.0,86.0
Josie Canseco,https://www.fashionmodeldirectory.com/models/josie_canseco/,American,"5th November, 1996",175.0,81.0,61.0,86.0
Lisa Cant,https://www.fashionmodeldirectory.com/models/lisa_cant/,Canadian,1985,176.0,81.0,61.0,91.5
Jaque Cantelli,https://www.fashionmodeldirectory.com/models/jaque_cantelli/,Brazilian,NA,180.0,81.0,61.0,88.0
Araceli Canton,https://www.fashionmodeldirectory.com/models/araceli_canton/,Argentinian,NA,180.0,83.0,60.0,90.0
Ziwei Cao,https://www.fashionmodeldirectory.com/models/ziwei_cao/,Chinese,NA,180.0,75.0,59.0,86.0
Corallin Cao,https://www.fashionmodeldirectory.com/models/corallin_cao/,Chinese,NA,167.0,76.0,54.0,81.0
Milla Capdevielle,https://www.fashionmodeldirectory.com/models/milla_capdevielle/,Mexican,NA,180.0,85.0,62.0,89.0
Christina Capella,https://www.fashionmodeldirectory.com/models/christina_capella/,Spanish,NA,176.5,84.0,61.0,89.0
Carolina Capitao,https://www.fashionmodeldirectory.com/models/carolina_capitao/,Portuguese,NA,179.0,82.0,62.0,90.0
Melanie Capitte,https://www.fashionmodeldirectory.com/models/melanie_capitte/,Belgian,April 10 1985,175.5,86.0,60.0,88.0
Karolina Capkova,https://www.fashionmodeldirectory.com/models/karolina_capkova/,Czech,NA,178.0,80.0,61.0,88.0
Rachel Caplan,https://www.fashionmodeldirectory.com/models/rachel_caplan/,British (Scottish),November 2 1988,178.0,86.0,64.0,91.0
Alessandra Caporaso,https://www.fashionmodeldirectory.com/models/alessandra_caporaso/,Italian,NA,177.0,90.0,66.0,98.0
Adéla Cápová,https://www.fashionmodeldirectory.com/models/ad%c3%a9la_c%c3%a1pov%c3%a1/,Czech,"February 14, 1984",173.0,91.5,63.5,92.5
Genevieve Capovilla,https://www.fashionmodeldirectory.com/models/genevieve_capovilla/,British (English),NA,173.0,81.0,64.0,86.0
Fabiana Capra,https://www.fashionmodeldirectory.com/models/fabiana_capra/,Brazilian,September 7 1990,175.0,79.0,56.0,89.0
Giuliana Caramuto,https://www.fashionmodeldirectory.com/models/giuliana_caramuto/,Argentinian,NA,178.0,84.0,59.0,88.0
Gia Marie Carangi,https://www.fashionmodeldirectory.com/models/gia+marie_carangi/,American,January 29th 1960,173.0,86.5,61.0,89.0
Emilia Caranton,https://www.fashionmodeldirectory.com/models/emilia_caranton/,Venezuelan,NA,177.0,76.0,59.0,87.0
Marimar Cardenas,https://www.fashionmodeldirectory.com/models/marimar_cardenas/,Spanish,NA,177.0,84.0,60.0,89.0
Roberta Cardenio,https://www.fashionmodeldirectory.com/models/roberta_cardenio/,Italian,"11 October, 1988",177.0,77.0,60.0,88.0
Sara Cardillo,https://www.fashionmodeldirectory.com/models/sara_cardillo/,Italian,NA,175.0,81.0,58.0,90.0
Charlotte Cardin-Goyer,https://www.fashionmodeldirectory.com/models/charlotte_cardin-goyer/,Canadian,NA,178.0,79.0,62.0,90.0
Yolanda Cardona,https://www.fashionmodeldirectory.com/models/yolanda_cardona/,Colombian,NA,168.0,86.0,64.0,89.0
Alessandra Cardoso,https://www.fashionmodeldirectory.com/models/alessandra_cardoso/,Brazilian,NA,175.0,86.0,64.0,89.0
Milena Cardoso,https://www.fashionmodeldirectory.com/models/milena_cardoso/,Brazilian,October 9,180.0,82.0,62.0,90.0
Kirby Carens,https://www.fashionmodeldirectory.com/models/kirby_carens/,Belgian,1984,175.0,84.0,61.0,89.0
Christina Carey,https://www.fashionmodeldirectory.com/models/christina_carey/,Australian,"December 09, 1994",178.0,87.0,62.0,89.0
Charlotte Carey,https://www.fashionmodeldirectory.com/models/charlotte_carey/,American,NA,173.0,76.5,62.0,86.5
Cynthia Carino,https://www.fashionmodeldirectory.com/models/cynthia_carino/,Puerto Rican,February 26 1990,180.5,82.0,61.0,89.0
Mikaela Carlén,https://www.fashionmodeldirectory.com/models/mikaela_carl%c3%a9n/,Swedish,"January 25, 1992",173.0,80.0,58.0,87.0
Tinka Carleton-Smith,https://www.fashionmodeldirectory.com/models/tinka_carleton-smith/,British (English),NA,180.0,78.7,61.0,87.6
Emiliana Carli,https://www.fashionmodeldirectory.com/models/emiliana_carli/,Italian,NA,177.0,80.0,58.0,89.0
Noah Carlos,https://www.fashionmodeldirectory.com/models/noah_carlos/,Filipino,NA,182.0,78.0,59.0,85.0
Angela Carlson,https://www.fashionmodeldirectory.com/models/angela_carlson/,American,NA,178.0,86.5,66.0,91.5
Britt Carlyle,https://www.fashionmodeldirectory.com/models/britt_carlyle/,Danish,NA,175.0,81.0,60.0,89.0
Ana Carmo,https://www.fashionmodeldirectory.com/models/ana_carmo/,Portuguese,May 10th,178.0,86.5,61.0,86.5
Noreen Carmody,https://www.fashionmodeldirectory.com/models/noreen_carmody/,Swiss,"August 21, 1989",180.5,82.5,59.5,87.5
Isabel Carneiro,https://www.fashionmodeldirectory.com/models/isabel_carneiro/,Portuguese,NA,175.0,89.0,62.0,90.0
Lyndsay Carol,https://www.fashionmodeldirectory.com/models/lyndsay_carol/,American,January 1987,175.5,81.0,58.5,86.5
Eliane Caron,https://www.fashionmodeldirectory.com/models/eliane_caron/,French,NA,176.5,87.5,62.0,90.0
Valentin Caron,https://www.fashionmodeldirectory.com/models/valentin_caron/,French,NA,185.0,93.0,73.0,91.0
Allegra Carpenter,https://www.fashionmodeldirectory.com/models/allegra_carpenter/,Australian,1990,177.0,85.0,58.0,87.0
Esme Carpenter,https://www.fashionmodeldirectory.com/models/esme_carpenter/,British (English),NA,176.5,87.5,62.0,90.0
Ali Carr,https://www.fashionmodeldirectory.com/models/ali_carr/,Canadian,1990,178.0,84.0,58.5,84.0
Andrea Carrazco,https://www.fashionmodeldirectory.com/models/andrea_carrazco/,Mexican,1994,180.0,83.0,61.0,89.0
Tania Carregha,https://www.fashionmodeldirectory.com/models/tania_carregha/,Mexican,1993,177.0,82.0,61.0,88.0
Karen Carreno,https://www.fashionmodeldirectory.com/models/karen_carreno/,Colombian,NA,173.0,86.0,63.0,89.0
Lauren Carrie,https://www.fashionmodeldirectory.com/models/lauren_carrie/,Canadian,NA,177.0,81.0,59.5,86.5
Gwen Marie Carrier,https://www.fashionmodeldirectory.com/models/gwen+marie_carrier/,American,1992,176.0,81.0,58.0,84.0
Elena Carriere,https://www.fashionmodeldirectory.com/models/elena_carriere/,German,NA,177.0,81.0,60.0,90.0
Jessica Carrigan,https://www.fashionmodeldirectory.com/models/jessica_carrigan/,American,February 21 1987,178.0,86.5,61.0,89.0
Alba Carrillo,https://www.fashionmodeldirectory.com/models/alba_carrillo/,Spanish,1987,178.0,85.0,61.0,91.0
Rubi Carrillo Mendez,https://www.fashionmodeldirectory.com/models/rubi_carrillo+mendez/,Spanish,NA,178.0,88.0,68.0,92.0
Andrea Carrion,https://www.fashionmodeldirectory.com/models/andrea_carrion/,Mexican,1989,172.0,81.0,60.0,89.0
Kristen Carroll,https://www.fashionmodeldirectory.com/models/kristen_carroll/,American,NA,180.0,86.5,61.0,89.0
Lydia Carron,https://www.fashionmodeldirectory.com/models/lydia_carron/,American,"June 22, 1992",175.0,79.0,64.0,91.0
Iulia Carstea,https://www.fashionmodeldirectory.com/models/iulia_carstea/,Romanian,NA,175.0,85.0,58.5,87.5
Berit Carstens,https://www.fashionmodeldirectory.com/models/berit_carstens/,German,NA,180.0,91.0,61.0,91.0
Makenna Cart,https://www.fashionmodeldirectory.com/models/makenna_cart/,American,NA,175.0,80.0,58.0,88.0
Stephanie Carta,https://www.fashionmodeldirectory.com/models/stephanie_carta/,Australian,NA,180.0,84.0,63.5,89.0
Emily Carter,https://www.fashionmodeldirectory.com/models/emily_carter/,American,1994,180.0,84.0,59.0,89.0
Kat Carter,https://www.fashionmodeldirectory.com/models/kat_carter/,Canadian,NA,179.0,84.0,62.0,88.0
Shelley Carter,https://www.fashionmodeldirectory.com/models/shelley_carter/,American,NA,177.0,81.0,61.0,81.0
Lara Carter,https://www.fashionmodeldirectory.com/models/lara_carter/,Australian,NA,178.0,80.0,61.0,87.0
Charlotte Carter-Allen,https://www.fashionmodeldirectory.com/models/charlotte_carter-allen/,British (English),NA,178.0,81.0,60.0,86.0
Marine Carton,https://www.fashionmodeldirectory.com/models/marine_carton/,French,NA,180.0,82.0,61.0,90.0
Amie Cartwright,https://www.fashionmodeldirectory.com/models/amie_cartwright/,American,"April 10, 1984",175.0,86.5,61.0,89.0
Maggi Caruthers,https://www.fashionmodeldirectory.com/models/maggi_caruthers/,American,NA,180.0,86.0,64.0,89.0
Mariana Carvalho,https://www.fashionmodeldirectory.com/models/mariana_carvalho/,Portuguese,May 4th 1980,175.0,90.0,58.5,87.5
Samira Carvalho,https://www.fashionmodeldirectory.com/models/samira_carvalho/,Brazilian,1988,178.0,84.0,58.5,86.5
Tatiane Carvalho,https://www.fashionmodeldirectory.com/models/tatiane_carvalho/,Brazilian,NA,178.0,86.0,60.0,90.0
Fernanda Carvalho,https://www.fashionmodeldirectory.com/models/fernanda_carvalho/,Brazilian,September 14 1986,175.0,90.0,62.0,90.0
Michelle Carvalho,https://www.fashionmodeldirectory.com/models/michelle_carvalho/,Brazilian,NA,175.0,79.0,59.5,87.5
Eloisa Carvalho,https://www.fashionmodeldirectory.com/models/eloisa_carvalho/,Brazilian,NA,175.0,86.0,60.0,86.0
Simone Carvalho,https://www.fashionmodeldirectory.com/models/simone_carvalho/,Brazilian,NA,180.0,79.0,61.0,86.0
Daniele Carvalho,https://www.fashionmodeldirectory.com/models/daniele_carvalho/,Brazilian,NA,175.5,80.0,59.5,86.5
Gracie Carvalho,https://www.fashionmodeldirectory.com/models/gracie_carvalho/,Brazilian,July 23 1990,175.0,81.5,63.5,87.5
Marilia Carvalho Riberio,https://www.fashionmodeldirectory.com/models/marilia_carvalho+riberio/,Brazilian,NA,174.0,86.0,62.0,90.0
Elenoire Casalegno,https://www.fashionmodeldirectory.com/models/elenoire_casalegno/,Italian,28 May 1976,183.0,90.0,60.0,90.0
Benedetta Casaluci,https://www.fashionmodeldirectory.com/models/benedetta_casaluci/,Italian,25 June 1994,175.0,80.0,60.0,90.0
Tina Casciani,https://www.fashionmodeldirectory.com/models/tina_casciani/,American,NA,176.5,96.5,61.0,89.0
Lousita Cash,https://www.fashionmodeldirectory.com/models/lousita_cash/,Congolese,NA,178.0,81.0,61.0,89.0
Michelle Casis,https://www.fashionmodeldirectory.com/models/michelle_casis/,Peruvian,NA,175.0,82.0,59.0,90.0
Cosmo Caspers,https://www.fashionmodeldirectory.com/models/cosmo_caspers/,German,NA,189.0,85.0,69.0,89.0
Deva Cassel,https://www.fashionmodeldirectory.com/models/deva_cassel/,Italian,NA,179.0,85.0,62.0,90.0
Lisa Maria Cassens,https://www.fashionmodeldirectory.com/models/lisa+maria_cassens/,German,14 December 2001,174.0,83.0,63.0,90.0
Krista Cassidy,https://www.fashionmodeldirectory.com/models/krista_cassidy/,American,NA,179.0,89.0,63.0,89.0
Hannah Cassidy,https://www.fashionmodeldirectory.com/models/hannah_cassidy/,British,June 14 1994,175.0,81.0,61.0,81.0
Fel Cassieli,https://www.fashionmodeldirectory.com/models/fel_cassieli/,Czech,1988,175.0,88.0,61.0,88.0
Barbara Cassone,https://www.fashionmodeldirectory.com/models/barbara_cassone/,Italian,1983,178.0,82.5,58.5,89.0
